First,Last,Action,Event ID,Event Name,Ticket Quantity,Ticket Type
Evil,Queen,Purchase,51,UTEP Wind Symphony 7,2,Bronze
Kid,Cuddi,Purchase,82,UTEP Miners vs. North Texas (Basketball),1,Gold
Sports,Fan,Purchase,65,Coachella 1,1,Gold
Fatima,Ortiz,Purchase,67,ACL,3,VIP
Carlos,Rappa,Purchase,83,UTEP Fiesta Latina,6,Gold
Julieta,Rodriguez,Purchase,113,UTEP Miners vs. UAB (Football),2,VIP
Cruella,DeVil,Purchase,46,UTEP Wind Symphony 2,6,Gold
Lilo,Disney,Purchase,85,UTEP Miners vs. UTSA (Football),3,Silver
Gabriel,Tovar,Purchase,117,Metallica M72 World Tour,6,GA
Angel,Bautista,Purchase,48,UTEP Wind Symphony 4,2,Gold
Avery,Whittman,Purchase,75,EDC,1,GA
Brian,Casio Iracheta,Purchase,12,UTEP Football 12,3,Silver
Jasmine,Disney,Purchase,54,UTEP Wind Symphony 10,5,Bronze
Frida,Pena,Purchase,31,UTEP Basketball 18,5,Silver
Christina,Perez,Purchase,55,UTEP Wind Symphony 11,2,Silver
Armando,Levario Alvarez,Purchase,111,UTEP Miner Farmers Market,5,VIP
Maria,Duron,Purchase,109,UTEP Miners vs. New Mexico (Basketball),4,Bronze
Alondra,Gonzalez,Purchase,108,Miner Summer Bash,3,Silver
Ximena,Apodaca,Purchase,6,UTEP Football 6,3,Gold
Christina,Perez,Purchase,101,UTEP Miners vs. Western Kentucky (Basketball),1,Silver
Emmanuel,Barraza-Villa,Purchase,29,UTEP Basketball 16,5,Bronze
Daniela,Molina-Najera,Purchase,94,Post Malone World Tour,3,Bronze
Quasimodo,Disney,Purchase,63,Shakira Live,5,Gold
Gaston,Disney,Purchase,114,Shakira World Tour 2026,1,GA
Isabel,Quinones,Purchase,17,UTEP Basketball 4,2,Silver
Kendra,Burton,Purchase,102,UTEP Spring Carnival,3,Bronze
Francisco,Garcia,Purchase,55,UTEP Wind Symphony 11,5,Gold
Ariel,Disney,Purchase,45,UTEP Wind Symphony 1,2,GA
Matthieu,Enriquez,Purchase,18,UTEP Basketball 5,3,Gold
First,Last,Purchase,92,UTEP Miners vs. SMU (Football),4,Gold
Deep,Learning,Purchase,50,UTEP Wind Symphony 6,4,Bronze
Jake,Mayers,Purchase,93,Miner Fest 2026,3,Bronze
Kevin,Ayala Vilchis,Purchase,117,Metallica M72 World Tour,3,Gold
Ariel,Disney,Purchase,19,UTEP Basketball 6,3,Silver
Lebron,James,Purchase,80,UTEP Spring Music Fest,6,VIP
Aadvika,Pandey,Purchase,32,UTEP Basketball 19,6,VIP
Evil,Queen,Purchase,100,UTEP Miner Cook-Off,6,GA
Daniela,Molina-Najera,Purchase,55,UTEP Wind Symphony 11,3,GA
Mickey,Mouse,Purchase,2,UTEP Football 2,2,VIP
Jonus,Ronquillo,Purchase,94,Post Malone World Tour,1,Bronze
Juan,Reyes,Purchase,42,UTEP Basketball 29,2,Silver
Evelyn,Fang,Purchase,50,UTEP Wind Symphony 6,1,VIP
Stitch,Disney,Purchase,39,UTEP Basketball 26,6,VIP
Belle,Disney,Purchase,93,Miner Fest 2026,5,GA
Burger,King,Purchase,62,Olivia Rodrigo Live,2,Bronze
Daniel,Montellano Pinon,Purchase,96,UTEP Miner Pride Week,4,Bronze
Buzz,Lightyear,Purchase,110,Banda MS Tour 2026,3,Silver
Beast,Disney,Purchase,25,UTEP Basketball 12,6,Bronze
Saul,Burns,Purchase,78,UTEP Miners vs. NMSU Aggies (Football),6,Gold
Hercules,Disney,Purchase,16,UTEP Basketball 3,4,Gold
Carlo,Alonso,Purchase,100,UTEP Miner Cook-Off,4,GA
Sebastian,Marquez,Purchase,20,UTEP Basketball 7,2,Bronze
Luis,Miguel,Purchase,2,UTEP Football 2,3,Gold
Emilio,Rojero,Purchase,28,UTEP Basketball 15,3,Bronze
Ximena,Apodaca,Purchase,40,UTEP Basketball 27,5,Gold
Aurora,Disney,Purchase,33,UTEP Basketball 20,6,VIP
Brenden,Ucol,Purchase,110,Banda MS Tour 2026,3,Silver
Luis,Zepeda-Rodriguez,Purchase,79,Gloria Trevi Live in El Paso,3,Silver
Cindy,Zhu,Purchase,24,UTEP Basketball 11,1,Gold
Water,Bottle,Purchase,66,Coachella 2,4,Bronze
Isaiah,Johnson,Purchase,120,Miner Philharmonic Strings,3,GA
Adan,Zamorano,Purchase,93,Miner Fest 2026,3,VIP
Luis,Zepeda-Rodriguez,Purchase,57,Taylor Swift Live,1,Silver
Eugenio,Fernandez,Purchase,23,UTEP Basketball 10,3,Silver
Kid,Cuddi,Purchase,91,Bruno Mars 24K Magic Live,3,Gold
Luis,Armado,Purchase,35,UTEP Basketball 22,2,VIP
Sabina,Sosa,Purchase,91,Bruno Mars 24K Magic Live,4,Bronze
Emily,Fernandez,Purchase,33,UTEP Basketball 20,5,GA
George,Lopez,Purchase,21,UTEP Basketball 8,2,VIP
James,Harden,Purchase,10,UTEP Football 10,3,Bronze
Sports,Fan,Purchase,42,UTEP Basketball 29,4,VIP
Isabel,Quinones,Purchase,64,Justin Timberlake Live,5,Bronze
Maria,Duron,Purchase,79,Gloria Trevi Live in El Paso,4,VIP
Gabriel,Tovar,Purchase,30,UTEP Basketball 17,4,Bronze
Alondra,Tarango,Purchase,13,UTEP Football 13,3,Gold
Carlos,Rappa,Purchase,108,Miner Summer Bash,2,Bronze
Isabel,Quinones,Purchase,25,UTEP Basketball 12,3,Silver
Brian,Casio Iracheta,Purchase,100,UTEP Miner Cook-Off,5,Bronze
Malachi,Rosas,Purchase,43,UTEP Basketball 30,6,Silver
Fatima,Ortiz,Purchase,79,Gloria Trevi Live in El Paso,2,GA
Tenzin,Draduk,Purchase,57,Taylor Swift Live,1,Gold
Captaiin,Hook,Purchase,101,UTEP Miners vs. Western Kentucky (Basketball),5,VIP
Dak,Prescot,Purchase,34,UTEP Basketball 21,3,GA
Raphael,Romero,Purchase,79,Gloria Trevi Live in El Paso,6,GA
Isabela,Gaytan,Purchase,66,Coachella 2,4,GA
Luis,Armado,Purchase,76,Lollapallooza,1,Silver
Fatima,Ortiz,Purchase,87,Miner Food & Brew Festival,6,VIP
Prince,Eric,Purchase,42,UTEP Basketball 29,4,GA
Caelyn,Campos,Purchase,72,UTEP Commencement 3,4,Bronze
Lucas,Esquivel,Purchase,108,Miner Summer Bash,3,Bronze
Urvi,Beltran,Purchase,39,UTEP Basketball 26,3,GA
Henry,Ng,Purchase,68,Minerpalooza,3,Silver
Arturo,Flores,Purchase,114,Shakira World Tour 2026,3,Silver
Elian,Pena Ramos,Purchase,62,Olivia Rodrigo Live,2,Bronze
Cindy,Zhu,Purchase,120,Miner Philharmonic Strings,1,Gold
Ursela,Mermaid,Purchase,91,Bruno Mars 24K Magic Live,4,Bronze
Alejandro,Solano,Purchase,31,UTEP Basketball 18,3,VIP
Mickey,Mouse,Purchase,49,UTEP Wind Symphony 5,4,Silver
Ximena,Apodaca,Purchase,24,UTEP Basketball 11,6,Bronze
Andrea,Villa,Purchase,113,UTEP Miners vs. UAB (Football),1,Gold
Water,Bottle,Purchase,13,UTEP Football 13,3,Bronze
Alondra,Mariscal,Purchase,27,UTEP Basketball 14,2,Gold
Donald,Duck,Purchase,90,UTEP Cultural Arts Festival,5,Silver
Alondra,Gonzalez,Purchase,58,Drake Live,6,Silver
Deep,Learning,Purchase,58,Drake Live,4,VIP
Jairo,Ruvalcaba,Purchase,84,Miner Choir Holiday Gala,6,VIP
Daniel,Morales,Purchase,119,UTEP Miners vs. UT Arlington (Basketball),1,Gold
Cindy,Zhu,Purchase,86,Los Ángeles Azules en Concierto,6,GA
Deep,Learning,Purchase,13,UTEP Football 13,5,Bronze
Emiliano,Huerta,Purchase,13,UTEP Football 13,5,VIP
Denisse,Loya,Purchase,83,UTEP Fiesta Latina,6,Bronze
Sabina,Sosa,Purchase,34,UTEP Basketball 21,2,GA
Patty,Martinez,Purchase,38,UTEP Basketball 25,1,VIP
Evil,Queen,Purchase,46,UTEP Wind Symphony 2,1,GA
Julieta,Rodriguez,Purchase,93,Miner Fest 2026,1,GA
Kevin,Ayala Vilchis,Purchase,28,UTEP Basketball 15,2,Bronze
Jasmine,Disney,Purchase,77,UTEP Symphony Spring Concert,3,Gold
Quasimodo,Disney,Purchase,106,UTEP Alumni Band Reunion Concert,4,VIP
Ursela,Mermaid,Purchase,104,UTEP Miners vs. Liberty (Football),3,Silver
Daniel,Mejia,Purchase,113,UTEP Miners vs. UAB (Football),2,VIP
JohnMichael,Betancourt,Purchase,23,UTEP Basketball 10,1,Silver
Taco,Bell,Purchase,15,UTEP Basketball 2,6,Bronze
Patty,Martinez,Purchase,16,UTEP Basketball 3,4,Bronze
Angel,Bautista,Purchase,40,UTEP Basketball 27,3,Gold
Estefania,Fernadez,Purchase,27,UTEP Basketball 14,6,GA
Victoria,Lopez,Purchase,117,Metallica M72 World Tour,5,Silver
Kendra,Burton,Purchase,98,UTEP Miners vs. FIU (Football),3,Bronze
Prince,Eric,Purchase,100,UTEP Miner Cook-Off,1,Silver
Raphael,Romero,Purchase,9,UTEP Football 9,6,Gold
Jason,Durulo,Purchase,51,UTEP Wind Symphony 7,5,Gold
Fernando,Guzman,Purchase,107,The Weeknd: After Hours Til Dawn Tour,4,GA
Dak,Prescot,Purchase,67,ACL,3,Gold
Francisco,Garcia,Purchase,103,Maná México Lindo Tour,1,Silver
Lucas,Esquivel,Purchase,42,UTEP Basketball 29,5,Bronze
Daniel,Montellano Pinon,Purchase,120,Miner Philharmonic Strings,2,VIP
Cia,Martin,Purchase,106,UTEP Alumni Band Reunion Concert,5,Gold
Christina,Perez,Purchase,110,Banda MS Tour 2026,4,Bronze
Goofy,Disney,Purchase,43,UTEP Basketball 30,5,Silver
Jairo,Ruvalcaba,Purchase,70,UTEP Commencement 2,6,Gold
Kaa,Disney,Purchase,78,UTEP Miners vs. NMSU Aggies (Football),2,Silver
Brian,Casio Iracheta,Purchase,8,UTEP Football 8,5,Silver
Simba,King,Purchase,89,UTEP Miners Volleyball vs. Rice,1,VIP
Minnie,Mouse,Purchase,58,Drake Live,1,Gold
Daniel,Morales,Purchase,117,Metallica M72 World Tour,1,Silver
Anisa,Hyder,Purchase,36,UTEP Basketball 23,4,Silver
Fernando,Vargas,Purchase,42,UTEP Basketball 29,4,GA
Alireza,Nouri,Purchase,6,UTEP Football 6,5,Bronze
Woody,Disney,Purchase,113,UTEP Miners vs. UAB (Football),3,GA
Isabela,Gaytan,Purchase,63,Shakira Live,3,Bronze
Carlo,Alonso,Purchase,104,UTEP Miners vs. Liberty (Football),3,Bronze
Aadvika,Pandey,Purchase,26,UTEP Basketball 13,4,Bronze
Tom,Holland,Purchase,13,UTEP Football 13,1,Silver
Ana,Rodriguez,Purchase,107,The Weeknd: After Hours Til Dawn Tour,4,Gold
Hercules,Disney,Purchase,105,Miner Lights Winter Fest,1,Bronze
Ariel,Disney,Purchase,75,EDC,4,VIP
Belle,Disney,Purchase,50,UTEP Wind Symphony 6,6,Gold
Russel,Westbrook,Purchase,65,Coachella 1,6,Gold
Maurizio,Gonzalez,Purchase,8,UTEP Football 8,5,VIP
Daniel,Montellano Pinon,Purchase,46,UTEP Wind Symphony 2,6,Silver
Simba,King,Purchase,85,UTEP Miners vs. UTSA (Football),6,Bronze
Daniel,Montellano Pinon,Purchase,77,UTEP Symphony Spring Concert,6,Gold
Tenzin,Draduk,Purchase,60,Karol G Live,4,VIP
Maurizio,Gonzalez,Purchase,108,Miner Summer Bash,3,Gold
Fernando,Guzman,Purchase,110,Banda MS Tour 2026,2,Silver
Alan,Villamil Cabrera,Purchase,96,UTEP Miner Pride Week,2,Silver
Denisse,Loya,Purchase,56,UTEP Wind Symphony 12,5,GA
Luis,Miguel,Purchase,88,Coldplay: Viva La Vida Tour,2,Silver
Jairo,Ruvalcaba,Purchase,22,UTEP Basketball 9,5,Gold
Emilio,Rojero,Purchase,62,Olivia Rodrigo Live,2,GA
Urvi,Beltran,Purchase,56,UTEP Wind Symphony 12,1,GA
Hercules,Disney,Purchase,61,RBD Live,2,VIP
Abigail,Galarza,Purchase,48,UTEP Wind Symphony 4,1,Bronze
Mufassa,Disney,Purchase,15,UTEP Basketball 2,5,VIP
Gael,Argumedo,Purchase,42,UTEP Basketball 29,3,Gold
Pluto,Disney,Purchase,10,UTEP Football 10,4,Gold
Ares,Salazar,Purchase,34,UTEP Basketball 21,3,Silver
Stitch,Disney,Purchase,74,ACL 2,5,Bronze
Mulan,Disney,Purchase,27,UTEP Basketball 14,6,GA
Gabriel,Tovar,Purchase,85,UTEP Miners vs. UTSA (Football),5,Silver
Raphael,Romero,Purchase,23,UTEP Basketball 10,1,Silver
Aurora,Disney,Purchase,70,UTEP Commencement 2,1,VIP
Donald,Duck,Purchase,76,Lollapallooza,1,Bronze
Shere,Khan,Purchase,4,UTEP Football 4,3,GA
JohnMichael,Betancourt,Purchase,86,Los Ángeles Azules en Concierto,5,Silver
Evil,Queen,Purchase,63,Shakira Live,2,Silver
Jason,Ortiz,Purchase,23,UTEP Basketball 10,4,Bronze
Scar,Lion,Purchase,4,UTEP Football 4,3,Silver
Saul,Burns,Purchase,4,UTEP Football 4,6,GA
Emiliano,Garcia,Purchase,121,Miner Holiday Market,4,Gold
Luis,Miguel,Purchase,77,UTEP Symphony Spring Concert,2,Silver
Klay,Thompson,Purchase,116,UTEP Miners Women’s Soccer vs. NMSU,6,Silver
Matthieu,Enriquez,Purchase,49,UTEP Wind Symphony 5,1,Silver
Ximena,Apodaca,Purchase,76,Lollapallooza,3,Bronze
Michael,Close,Purchase,80,UTEP Spring Music Fest,6,Gold
Alondra,Mariscal,Purchase,69,UTEP Commencement 1,6,Gold
Maurizio,Gonzalez,Purchase,20,UTEP Basketball 7,5,Gold
Ridley,Dean,Purchase,4,UTEP Football 4,6,Silver
Jairo,Ruvalcaba,Purchase,49,UTEP Wind Symphony 5,3,Bronze
Ana,Rodriguez,Purchase,74,ACL 2,1,Silver
Gael,Argumedo,Purchase,99,Ed Sheeran Mathematics Tour,6,Silver
Isai,Nino Morales,Purchase,16,UTEP Basketball 3,2,Silver
Carlos,Rappa,Purchase,34,UTEP Basketball 21,5,Bronze
Luis,Miguel,Purchase,26,UTEP Basketball 13,5,Silver
Mufassa,Disney,Purchase,110,Banda MS Tour 2026,1,VIP
Russel,Westbrook,Purchase,63,Shakira Live,5,GA
Ana,Rodriguez,Purchase,66,Coachella 2,1,Silver
Draymond,Green,Purchase,70,UTEP Commencement 2,3,GA
Martha,Rios-Lozano,Purchase,17,UTEP Basketball 4,6,Bronze
Woody,Disney,Purchase,43,UTEP Basketball 30,3,Silver
Mufassa,Disney,Purchase,79,Gloria Trevi Live in El Paso,4,VIP
Fatima,Ortiz,Purchase,114,Shakira World Tour 2026,4,Gold
Oliver,Garcia Camarena,Purchase,96,UTEP Miner Pride Week,2,Silver
Isaiah,Johnson,Purchase,8,UTEP Football 8,5,GA
Woody,Disney,Purchase,43,UTEP Basketball 30,6,VIP
Raphael,Romero,Purchase,54,UTEP Wind Symphony 10,5,Silver
Cinderella,Disney,Purchase,21,UTEP Basketball 8,2,Gold
Buzz,Lightyear,Purchase,87,Miner Food & Brew Festival,3,VIP
Evil,Queen,Purchase,66,Coachella 2,2,Gold
David,Bai,Purchase,45,UTEP Wind Symphony 1,1,VIP
Miguel,Renteria,Purchase,108,Miner Summer Bash,5,Silver
Tenzin,Draduk,Purchase,33,UTEP Basketball 20,2,Gold
Mufassa,Disney,Purchase,101,UTEP Miners vs. Western Kentucky (Basketball),6,Gold
Evil,Queen,Purchase,51,UTEP Wind Symphony 7,2,GA
Stitch,Disney,Purchase,32,UTEP Basketball 19,3,Silver
Isaiah,Johnson,Purchase,74,ACL 2,4,Gold
Julieta,Rodriguez,Purchase,92,UTEP Miners vs. SMU (Football),3,GA
Random,Name,Purchase,22,UTEP Basketball 9,5,GA
Luis,Miguel,Purchase,3,UTEP Football 3,5,Silver
Raphael,Romero,Purchase,44,UTEP Basketball 31,4,Silver
Emiliano,Garcia,Purchase,35,UTEP Basketball 22,4,Bronze
Carlo,Alonso,Purchase,110,Banda MS Tour 2026,1,Silver
Luis,Carreon,Purchase,84,Miner Choir Holiday Gala,6,GA
Cia,Martin,Purchase,120,Miner Philharmonic Strings,3,GA
Urvi,Beltran,Purchase,94,Post Malone World Tour,3,Bronze
Taco,Bell,Purchase,32,UTEP Basketball 19,6,Bronze
Daniel,Reyes,Purchase,37,UTEP Basketball 24,1,GA
Ridley,Dean,Purchase,4,UTEP Football 4,5,Silver
Aadvika,Pandey,Purchase,90,UTEP Cultural Arts Festival,1,Silver
Emilio,Rojero,Purchase,89,UTEP Miners Volleyball vs. Rice,5,VIP
Adan,Zamorano,Purchase,115,UTEP Miner Film Fest,5,VIP
Sam,Alderete,Purchase,98,UTEP Miners vs. FIU (Football),1,VIP
Evelyn,Fang,Purchase,10,UTEP Football 10,1,Bronze
Denisse,Loya,Purchase,69,UTEP Commencement 1,3,Gold
Cruella,DeVil,Purchase,68,Minerpalooza,2,Gold
Thiaxi,Melendez Cepeda,Purchase,116,UTEP Miners Women’s Soccer vs. NMSU,5,Silver
Raphael,Romero,Purchase,54,UTEP Wind Symphony 10,5,Gold
Luis,Zepeda-Rodriguez,Purchase,85,UTEP Miners vs. UTSA (Football),4,VIP
Thiaxi,Melendez Cepeda,Purchase,36,UTEP Basketball 23,3,Silver
Carlos,Rappa,Purchase,58,Drake Live,2,Silver
Scar,Lion,Purchase,63,Shakira Live,4,GA
Daniel,Mejia,Purchase,62,Olivia Rodrigo Live,4,GA
Adan,Zamorano,Purchase,114,Shakira World Tour 2026,3,VIP
Aurora,Disney,Purchase,76,Lollapallooza,5,Gold
Isai,Nino Morales,Purchase,61,RBD Live,6,VIP
Patty,Martinez,Purchase,63,Shakira Live,3,VIP
Matthieu,Enriquez,Purchase,46,UTEP Wind Symphony 2,1,Bronze
Cinderella,Disney,Purchase,94,Post Malone World Tour,2,Gold
Isai,Nino Morales,Purchase,66,Coachella 2,4,Silver
Buzz,Lightyear,Purchase,37,UTEP Basketball 24,3,GA
Taco,Bell,Purchase,30,UTEP Basketball 17,6,GA
Carlos,Marin,Purchase,25,UTEP Basketball 12,5,Gold
Alan,Villamil Cabrera,Purchase,100,UTEP Miner Cook-Off,5,VIP
Julieta,Rodriguez,Purchase,119,UTEP Miners vs. UT Arlington (Basketball),5,Silver
Sebastian,Marquez,Purchase,85,UTEP Miners vs. UTSA (Football),2,Silver
Taco,Bell,Purchase,31,UTEP Basketball 18,6,VIP
Urvi,Beltran,Purchase,88,Coldplay: Viva La Vida Tour,6,GA
Ximena,Apodaca,Purchase,4,UTEP Football 4,5,GA
Cruella,DeVil,Purchase,25,UTEP Basketball 12,2,GA
Ursela,Mermaid,Purchase,110,Banda MS Tour 2026,6,Gold
Alex,Marquez,Purchase,21,UTEP Basketball 8,1,VIP
Alondra,Gonzalez,Purchase,15,UTEP Basketball 2,2,Bronze
Kid,Cuddi,Purchase,28,UTEP Basketball 15,3,Silver
Gael,Argumedo,Purchase,108,Miner Summer Bash,5,Bronze
Urvi,Beltran,Purchase,74,ACL 2,6,VIP
Kid,Rock,Purchase,66,Coachella 2,5,Bronze
Random,Name,Purchase,45,UTEP Wind Symphony 1,6,VIP
Mickey,Mouse,Purchase,75,EDC,6,Silver
First,Last,Purchase,35,UTEP Basketball 22,4,Bronze
Matthieu,Enriquez,Purchase,74,ACL 2,4,GA
Abigail,Galarza,Purchase,120,Miner Philharmonic Strings,6,Bronze
Donald,Duck,Purchase,30,UTEP Basketball 17,1,GA
Miranda,Macias,Purchase,34,UTEP Basketball 21,3,Bronze
Maria,Duron,Purchase,112,Imagine Dragons Live,3,VIP
Emiliano,Huerta,Purchase,96,UTEP Miner Pride Week,1,Bronze
Sam,Dominguez-Flores,Purchase,60,Karol G Live,2,GA
Anisa,Hyder,Purchase,49,UTEP Wind Symphony 5,6,GA
Ximena,Apodaca,Purchase,65,Coachella 1,2,GA
Henry,Ng,Purchase,97,Grupo Frontera Tour 2026,6,Silver
Jonathan,Gomez,Purchase,96,UTEP Miner Pride Week,3,GA
Peter,Pan,Purchase,35,UTEP Basketball 22,4,VIP
Ursela,Mermaid,Purchase,69,UTEP Commencement 1,3,GA
Deep,Learning,Purchase,75,EDC,4,Gold
Lucas,Esquivel,Purchase,119,UTEP Miners vs. UT Arlington (Basketball),3,GA
Miranda,Macias,Purchase,60,Karol G Live,4,Gold
Lebron,James,Purchase,59,Bad Bunny Live,5,Silver
Eugenio,Fernandez,Purchase,79,Gloria Trevi Live in El Paso,2,VIP
Denisse,Loya,Purchase,57,Taylor Swift Live,6,Gold
Adrian,Sifuentes,Purchase,64,Justin Timberlake Live,2,Gold
Frida,Pena,Purchase,55,UTEP Wind Symphony 11,2,Bronze
Alondra,Tarango,Purchase,13,UTEP Football 13,4,Bronze
Sofia,Vergara,Purchase,70,UTEP Commencement 2,1,Bronze
Isaiah,Johnson,Purchase,52,UTEP Wind Symphony 8,6,Gold
First,Last,Purchase,99,Ed Sheeran Mathematics Tour,3,Silver
Alejandro,Solano,Purchase,105,Miner Lights Winter Fest,4,Silver
Jasmine,Disney,Purchase,35,UTEP Basketball 22,5,Gold
Quasimodo,Disney,Purchase,18,UTEP Basketball 5,2,VIP
Christina,Perez,Purchase,43,UTEP Basketball 30,3,Bronze
Henry,Ng,Purchase,100,UTEP Miner Cook-Off,5,GA
Russel,Westbrook,Purchase,110,Banda MS Tour 2026,3,Silver
Denisse,Loya,Purchase,109,UTEP Miners vs. New Mexico (Basketball),1,Bronze
Chip,Disney,Purchase,69,UTEP Commencement 1,5,GA
Alan,Villamil Cabrera,Purchase,95,UTEP Miners vs. Louisiana Tech (Basketball),2,Gold
Minnie,Mouse,Purchase,17,UTEP Basketball 4,5,Gold
Thiaxi,Melendez Cepeda,Purchase,6,UTEP Football 6,3,VIP
Victoria,Lopez,Purchase,34,UTEP Basketball 21,5,VIP
Mickey,Mouse,Purchase,20,UTEP Basketball 7,4,Gold
Thiaxi,Melendez Cepeda,Purchase,13,UTEP Football 13,3,VIP
Daniel,Morales,Purchase,56,UTEP Wind Symphony 12,3,VIP
Woody,Disney,Purchase,38,UTEP Basketball 25,2,GA
Luis,Zepeda-Rodriguez,Purchase,13,UTEP Football 13,4,Silver
Luis,Zepeda-Rodriguez,Purchase,75,EDC,1,Silver
Thiaxi,Melendez Cepeda,Purchase,22,UTEP Basketball 9,3,VIP
Alex,Marquez,Purchase,25,UTEP Basketball 12,6,Gold
Tom,Holland,Purchase,66,Coachella 2,3,Gold
Gabriel,Tovar,Purchase,42,UTEP Basketball 29,4,GA
Patty,Martinez,Purchase,107,The Weeknd: After Hours Til Dawn Tour,5,Bronze
Alejandro,Solano,Purchase,64,Justin Timberlake Live,6,Bronze
Lilo,Disney,Purchase,41,UTEP Basketball 28,5,Silver
Emmanuel,Barraza-Villa,Purchase,39,UTEP Basketball 26,4,VIP
Andrea,Villa,Purchase,56,UTEP Wind Symphony 12,6,Gold
Carlos,Marin,Purchase,22,UTEP Basketball 9,2,Bronze
Alan,Villamil Cabrera,Purchase,121,Miner Holiday Market,4,GA
Juan,Reyes,Purchase,53,UTEP Wind Symphony 9,1,Gold
Pluto,Disney,Purchase,106,UTEP Alumni Band Reunion Concert,3,Silver
Michael,Close,Purchase,58,Drake Live,3,Gold
Buzz,Lightyear,Purchase,85,UTEP Miners vs. UTSA (Football),6,Gold
Jake,Mayers,Purchase,87,Miner Food & Brew Festival,5,Gold
Jasmine,Disney,Purchase,52,UTEP Wind Symphony 8,1,VIP
Klay,Thompson,Purchase,91,Bruno Mars 24K Magic Live,3,Bronze
Jairo,Ruvalcaba,Purchase,76,Lollapallooza,3,Silver
Ariel,Disney,Purchase,19,UTEP Basketball 6,1,GA
Luis,Miguel,Purchase,98,UTEP Miners vs. FIU (Football),3,Silver
Jesus,Munoz,Purchase,76,Lollapallooza,3,Silver
Isai,Nino Morales,Purchase,101,UTEP Miners vs. Western Kentucky (Basketball),2,VIP
Cinderella,Disney,Purchase,51,UTEP Wind Symphony 7,5,Bronze
Lebron,James,Purchase,48,UTEP Wind Symphony 4,6,Silver
Jason,Durulo,Purchase,95,UTEP Miners vs. Louisiana Tech (Basketball),6,Bronze
Ridley,Dean,Purchase,59,Bad Bunny Live,4,GA
Malachi,Rosas,Purchase,113,UTEP Miners vs. UAB (Football),3,Bronze
Martha,Rios-Lozano,Purchase,12,UTEP Football 12,5,GA
Carlos,Marin,Purchase,28,UTEP Basketball 15,1,VIP
Tenzin,Draduk,Purchase,48,UTEP Wind Symphony 4,6,Gold
Sofia,Vergara,Purchase,22,UTEP Basketball 9,4,Gold
Andrea,Villa,Purchase,31,UTEP Basketball 18,2,Silver
Isai,Nino Morales,Purchase,57,Taylor Swift Live,6,Bronze
Jonathan,Gomez,Purchase,93,Miner Fest 2026,2,VIP
Prince,Eric,Purchase,18,UTEP Basketball 5,6,Gold
Elian,Pena Ramos,Purchase,14,UTEP Basketball 1,1,Bronze
Kaa,Disney,Purchase,87,Miner Food & Brew Festival,6,GA
Ximena,Apodaca,Purchase,33,UTEP Basketball 20,5,Silver
Woody,Disney,Purchase,31,UTEP Basketball 18,5,VIP
Machine,Learning,Purchase,27,UTEP Basketball 14,5,Gold
Malachi,Rosas,Purchase,58,Drake Live,6,Gold
Sports,Fan,Purchase,103,Maná México Lindo Tour,4,Bronze
Isai,Nino Morales,Purchase,96,UTEP Miner Pride Week,1,Bronze
Jesus,Munoz,Purchase,75,EDC,3,Bronze
Gaston,Disney,Purchase,26,UTEP Basketball 13,1,Gold
Raphael,Romero,Purchase,32,UTEP Basketball 19,4,Bronze
Maurizio,Gonzalez,Purchase,29,UTEP Basketball 16,2,Silver
Tenzin,Draduk,Purchase,44,UTEP Basketball 31,2,Silver
Cinderella,Disney,Purchase,24,UTEP Basketball 11,1,Bronze
Zachary,Carrejo,Purchase,37,UTEP Basketball 24,6,Bronze
Arturo,Flores,Purchase,7,UTEP Football 7,3,Gold
Alejandro,Solano,Purchase,105,Miner Lights Winter Fest,5,GA
Alondra,Mariscal,Purchase,33,UTEP Basketball 20,2,Bronze
Emily,Fernandez,Purchase,27,UTEP Basketball 14,6,Bronze
Jake,Mayers,Purchase,62,Olivia Rodrigo Live,4,Silver
David,Bai,Purchase,117,Metallica M72 World Tour,5,Gold
Cindy,Zhu,Purchase,9,UTEP Football 9,4,VIP
Zachary,Carrejo,Purchase,117,Metallica M72 World Tour,4,Bronze
Adrian,Sifuentes,Purchase,22,UTEP Basketball 9,3,Silver
Quasimodo,Disney,Purchase,110,Banda MS Tour 2026,5,Bronze
Tenzin,Draduk,Purchase,19,UTEP Basketball 6,6,Bronze
Luis,Carreon,Purchase,42,UTEP Basketball 29,1,Bronze
Hercules,Disney,Purchase,37,UTEP Basketball 24,6,Silver
Scar,Lion,Purchase,42,UTEP Basketball 29,5,Gold
David,Bai,Purchase,22,UTEP Basketball 9,4,Bronze
Sebastian,Marquez,Purchase,108,Miner Summer Bash,5,Bronze
Sabina,Sosa,Purchase,111,UTEP Miner Farmers Market,2,VIP
Sports,Fan,Purchase,80,UTEP Spring Music Fest,3,Gold
Anisa,Hyder,Purchase,30,UTEP Basketball 17,6,VIP
Arturo,Flores,Purchase,64,Justin Timberlake Live,2,Gold
Thiaxi,Melendez Cepeda,Purchase,88,Coldplay: Viva La Vida Tour,5,GA
Captaiin,Hook,Purchase,120,Miner Philharmonic Strings,4,Bronze
Captaiin,Hook,Purchase,111,UTEP Miner Farmers Market,1,Gold
Angel,Bautista,Purchase,85,UTEP Miners vs. UTSA (Football),2,GA
Chip,Disney,Purchase,74,ACL 2,1,Bronze
